country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
Sudan,SDN,EMR,HIV test,c_hiv_test,1.74,2.43
Suriname,SUR,AMR,HIV test,c_hiv_test,3.69,5.16
Sweden,SWE,EUR,HIV test,c_hiv_test,9.39,13.14
Switzerland,CHE,EUR,HIV test,c_hiv_test,11.67,16.33
Syrian Arab Republic,SYR,EMR,HIV test,c_hiv_test,11.67,16.33
Tajikistan,TJK,EUR,HIV test,c_hiv_test,2.47,3.45
Thailand,THA,SEA,HIV test,c_hiv_test,4.05,5.67
Timor-Leste,TLS,SEA,HIV test,c_hiv_test,4.21,5.89
Togo,TGO,AFR,HIV test,c_hiv_test,4.07,5.7
Tokelau,TKL,WPR,HIV test,c_hiv_test,10,14
Tonga,TON,WPR,HIV test,c_hiv_test,7.36,10.3
Trinidad and Tobago,TTO,AMR,HIV test,c_hiv_test,6.36,8.91
Tunisia,TUN,EMR,HIV test,c_hiv_test,2.95,4.14
Turkey,TUR,EUR,HIV test,c_hiv_test,3.34,4.68
Turkmenistan,TKM,EUR,HIV test,c_hiv_test,4.58,6.41
Turks and Caicos Islands,TCA,AMR,HIV test,c_hiv_test,10.26,14.37
Tuvalu,TUV,WPR,HIV test,c_hiv_test,9.08,12.71
Uganda,UGA,AFR,HIV test,c_hiv_test,3.48,4.87
Ukraine,UKR,EUR,HIV test,c_hiv_test,2.74,3.83
United Arab Emirates,ARE,EMR,HIV test,c_hiv_test,6.15,8.61
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIV test,c_hiv_test,48.89,20.73
United Republic of Tanzania,TZA,AFR,HIV test,c_hiv_test,4.04,5.65
United States of America,USA,AMR,HIV test,c_hiv_test,56,23.75
Uruguay,URY,AMR,HIV test,c_hiv_test,7.19,10.07
Uzbekistan,UZB,EUR,HIV test,c_hiv_test,2.36,3.3
Vanuatu,VUT,WPR,HIV test,c_hiv_test,9.46,13.25
Venezuela (Bolivarian Republic of),VEN,AMR,HIV test,c_hiv_test,9.46,13.25
Viet Nam,VNM,WPR,HIV test,c_hiv_test,3.23,4.53
Wallis and Futuna Islands,WLF,WPR,HIV test,c_hiv_test,56,23.75
Yemen,YEM,EMR,HIV test,c_hiv_test,5.5,7.71
Zambia,ZMB,AFR,HIV test,c_hiv_test,3.6,5.04
Zimbabwe,ZWE,AFR,HIV test,c_hiv_test,4.94,6.92
Afghanistan,AFG,EMR,Tuberculin skin test,c_tst_test,3,0.79
Albania,ALB,EUR,Tuberculin skin test,c_tst_test,4.8,1.26
Algeria,DZA,AFR,Tuberculin skin test,c_tst_test,4.21,1.11
American Samoa,ASM,WPR,Tuberculin skin test,c_tst_test,4.21,1.11
Andorra,AND,EUR,Tuberculin skin test,c_tst_test,4.21,1.11
Angola,AGO,AFR,Tuberculin skin test,c_tst_test,5.11,1.34
Anguilla,AIA,AMR,Tuberculin skin test,c_tst_test,12.74,3.34
Antigua and Barbuda,ATG,AMR,Tuberculin skin test,c_tst_test,9.53,2.5
Argentina,ARG,AMR,Tuberculin skin test,c_tst_test,5.48,1.44
Armenia,ARM,EUR,Tuberculin skin test,c_tst_test,4.13,1.08
Aruba,ABW,AMR,Tuberculin skin test,c_tst_test,9.62,2.52
Australia,AUS,WPR,Tuberculin skin test,c_tst_test,13.44,3.53
Austria,AUT,EUR,Tuberculin skin test,c_tst_test,10.89,2.86
Azerbaijan,AZE,EUR,Tuberculin skin test,c_tst_test,4.06,1.07
Bahamas,BHS,AMR,Tuberculin skin test,c_tst_test,11.47,3.01
Bahrain,BHR,EMR,Tuberculin skin test,c_tst_test,6.37,1.67
Bangladesh,BGD,SEA,Tuberculin skin test,c_tst_test,4.76,1.25
Barbados,BRB,AMR,Tuberculin skin test,c_tst_test,14.16,3.72
Belarus,BLR,EUR,Tuberculin skin test,c_tst_test,4.25,1.11
Belgium,BEL,EUR,Tuberculin skin test,c_tst_test,10.81,2.84
Belize,BLZ,AMR,Tuberculin skin test,c_tst_test,8.39,2.2
Benin,BEN,AFR,Tuberculin skin test,c_tst_test,4.53,1.19
Bermuda,BMU,AMR,Tuberculin skin test,c_tst_test,17.47,4.58
Bhutan,BTN,SEA,Tuberculin skin test,c_tst_test,3.42,0.9
Bolivia (Plurinational State of),BOL,AMR,Tuberculin skin test,c_tst_test,4.97,1.3
Bosnia and Herzegovina,BIH,EUR,Tuberculin skin test,c_tst_test,4.92,1.29
Botswana,BWA,AFR,Tuberculin skin test,c_tst_test,5.47,1.43
Brazil,BRA,AMR,Tuberculin skin test,c_tst_test,7.26,1.9
British Virgin Islands,VGB,AMR,Tuberculin skin test,c_tst_test,7.26,1.9
Brunei Darussalam,BRN,WPR,Tuberculin skin test,c_tst_test,6.11,1.6
Bulgaria,BGR,EUR,Tuberculin skin test,c_tst_test,5.1,1.34
Burkina Faso,BFA,AFR,Tuberculin skin test,c_tst_test,4.41,1.16
Burundi,BDI,AFR,Tuberculin skin test,c_tst_test,4.24,1.11
Cabo Verde,CPV,AFR,Tuberculin skin test,c_tst_test,6.13,1.61
Cambodia,KHM,WPR,Tuberculin skin test,c_tst_test,4.57,1.2
Cameroon,CMR,AFR,Tuberculin skin test,c_tst_test,5.05,1.33
Canada,CAN,AMR,Tuberculin skin test,c_tst_test,11.65,3.06
Cayman Islands,CYM,AMR,Tuberculin skin test,c_tst_test,14.95,3.92
Central African Republic,CAF,AFR,Tuberculin skin test,c_tst_test,6.04,1.59
Chad,TCD,AFR,Tuberculin skin test,c_tst_test,5.48,1.44
Chile,CHL,AMR,Tuberculin skin test,c_tst_test,7.23,1.9
China,CHN,WPR,Tuberculin skin test,c_tst_test,7.75,2.03
"China, Hong Kong SAR",HKG,WPR,Tuberculin skin test,c_tst_test,9.93,2.61
"China, Macao SAR",MAC,WPR,Tuberculin skin test,c_tst_test,8.28,2.17
Colombia,COL,AMR,Tuberculin skin test,c_tst_test,5.24,1.38
Comoros,COM,AFR,Tuberculin skin test,c_tst_test,5.46,1.43
Congo,COG,AFR,Tuberculin skin test,c_tst_test,7.57,1.99
Cook Islands,COK,WPR,Tuberculin skin test,c_tst_test,12.74,3.34
Costa Rica,CRI,AMR,Tuberculin skin test,c_tst_test,7.41,1.94
Côte d'Ivoire,CIV,AFR,Tuberculin skin test,c_tst_test,5.33,1.4
Croatia,HRV,EUR,Tuberculin skin test,c_tst_test,6.3,1.65
Cuba,CUB,AMR,Tuberculin skin test,c_tst_test,6.3,1.65
Curaçao,CUW,AMR,Tuberculin skin test,c_tst_test,9.81,2.58
Cyprus,CYP,EUR,Tuberculin skin test,c_tst_test,8.68,2.28
Czechia,CZE,EUR,Tuberculin skin test,c_tst_test,6.96,1.83
Democratic People's Republic of Korea,PRK,SEA,Tuberculin skin test,c_tst_test,8.89,2.33
Democratic Republic of the Congo,COD,AFR,Tuberculin skin test,c_tst_test,6.45,1.69
Denmark,DNK,EUR,Tuberculin skin test,c_tst_test,12.72,3.34
Djibouti,DJI,EMR,Tuberculin skin test,c_tst_test,7.53,1.98
Dominica,DMA,AMR,Tuberculin skin test,c_tst_test,8.3,2.18
Dominican Republic,DOM,AMR,Tuberculin skin test,c_tst_test,5.49,1.44
Ecuador,ECU,AMR,Tuberculin skin test,c_tst_test,6.63,1.74
Egypt,EGY,EMR,Tuberculin skin test,c_tst_test,3.13,0.82
El Salvador,SLV,AMR,Tuberculin skin test,c_tst_test,5.82,1.53
Equatorial Guinea,GNQ,AFR,Tuberculin skin test,c_tst_test,5.35,1.4
Eritrea,ERI,AFR,Tuberculin skin test,c_tst_test,4.62,1.21
Estonia,EST,EUR,Tuberculin skin test,c_tst_test,7.79,2.04
Eswatini,SWZ,AFR,Tuberculin skin test,c_tst_test,5.51,1.45
Ethiopia,ETH,AFR,Tuberculin skin test,c_tst_test,4.7,1.23
Fiji,FJI,WPR,Tuberculin skin test,c_tst_test,5.51,1.45
Finland,FIN,EUR,Tuberculin skin test,c_tst_test,12.04,3.16
France,FRA,EUR,Tuberculin skin test,c_tst_test,10.42,2.73
French Polynesia,PYF,WPR,Tuberculin skin test,c_tst_test,10.42,2.73
Gabon,GAB,AFR,Tuberculin skin test,c_tst_test,6.34,1.66
Gambia,GMB,AFR,Tuberculin skin test,c_tst_test,4.27,1.12
Georgia,GEO,EUR,Tuberculin skin test,c_tst_test,3.82,1
Germany,DEU,EUR,Tuberculin skin test,c_tst_test,10.59,2.78
Ghana,GHA,AFR,Tuberculin skin test,c_tst_test,4.96,1.3
Greece,GRC,EUR,Tuberculin skin test,c_tst_test,7.91,2.07
Greenland,GRL,EUR,Tuberculin skin test,c_tst_test,7.91,2.07
Grenada,GRD,AMR,Tuberculin skin test,c_tst_test,7.74,2.03
Guam,GUM,WPR,Tuberculin skin test,c_tst_test,7.74,2.03
Guatemala,GTM,AMR,Tuberculin skin test,c_tst_test,6.53,1.71
Guinea,GIN,AFR,Tuberculin skin test,c_tst_test,4.59,1.2
Guinea-Bissau,GNB,AFR,Tuberculin skin test,c_tst_test,4.28,1.12
Guyana,GUY,AMR,Tuberculin skin test,c_tst_test,6.17,1.62
Haiti,HTI,AMR,Tuberculin skin test,c_tst_test,5.34,1.4
Honduras,HND,AMR,Tuberculin skin test,c_tst_test,5.49,1.44
Hungary,HUN,EUR,Tuberculin skin test,c_tst_test,6.28,1.65
Iceland,ISL,EUR,Tuberculin skin test,c_tst_test,14.61,3.83
India,IND,SEA,Tuberculin skin test,c_tst_test,3.82,1
Indonesia,IDN,SEA,Tuberculin skin test,c_tst_test,4.27,1.12
Iran (Islamic Republic of),IRN,EMR,Tuberculin skin test,c_tst_test,5.12,1.34
Iraq,IRQ,EMR,Tuberculin skin test,c_tst_test,6.68,1.75
Ireland,IRL,EUR,Tuberculin skin test,c_tst_test,11.51,3.02
Israel,ISR,EUR,Tuberculin skin test,c_tst_test,13.24,3.47
Italy,ITA,EUR,Tuberculin skin test,c_tst_test,9.54,2.5
Jamaica,JAM,AMR,Tuberculin skin test,c_tst_test,6.98,1.83
Japan,JPN,WPR,Tuberculin skin test,c_tst_test,12.11,3.18
Jordan,JOR,EMR,Tuberculin skin test,c_tst_test,5.34,1.4
Kazakhstan,KAZ,EUR,Tuberculin skin test,c_tst_test,4.54,1.19
Kenya,KEN,AFR,Tuberculin skin test,c_tst_test,5.12,1.34
Kiribati,KIR,WPR,Tuberculin skin test,c_tst_test,8.89,2.33
Kuwait,KWT,EMR,Tuberculin skin test,c_tst_test,7.83,2.06
Kyrgyzstan,KGZ,EUR,Tuberculin skin test,c_tst_test,3.04,0.8
Lao People's Democratic Republic,LAO,WPR,Tuberculin skin test,c_tst_test,3.95,1.04
Latvia,LVA,EUR,Tuberculin skin test,c_tst_test,7.09,1.86
Lebanon,LBN,EMR,Tuberculin skin test,c_tst_test,6.36,1.67
Lesotho,LSO,AFR,Tuberculin skin test,c_tst_test,5.05,1.32
Liberia,LBR,AFR,Tuberculin skin test,c_tst_test,5.31,1.39
Libya,LBY,EMR,Tuberculin skin test,c_tst_test,6.18,1.62
Lithuania,LTU,EUR,Tuberculin skin test,c_tst_test,6.43,1.69
Luxembourg,LUX,EUR,Tuberculin skin test,c_tst_test,12.08,3.17
Madagascar,MDG,AFR,Tuberculin skin test,c_tst_test,3.88,1.02
Malawi,MWI,AFR,Tuberculin skin test,c_tst_test,4.74,1.24
Malaysia,MYS,WPR,Tuberculin skin test,c_tst_test,4.91,1.29
Maldives,MDV,SEA,Tuberculin skin test,c_tst_test,6.64,1.74
Mali,MLI,AFR,Tuberculin skin test,c_tst_test,4.62,1.21
Malta,MLT,EUR,Tuberculin skin test,c_tst_test,8.22,2.16
Marshall Islands,MHL,WPR,Tuberculin skin test,c_tst_test,12.12,3.18
Mauritania,MRT,AFR,Tuberculin skin test,c_tst_test,3.94,1.03
Mauritius,MUS,AFR,Tuberculin skin test,c_tst_test,5.92,1.55
Mexico,MEX,AMR,Tuberculin skin test,c_tst_test,6.2,1.63
Micronesia (Federated States of),FSM,WPR,Tuberculin skin test,c_tst_test,12.82,3.36
Monaco,MCO,EUR,Tuberculin skin test,c_tst_test,4.21,1.1
Mongolia,MNG,WPR,Tuberculin skin test,c_tst_test,4.3,1.13
Montenegro,MNE,EUR,Tuberculin skin test,c_tst_test,4.86,1.28
Montserrat,MSR,AMR,Tuberculin skin test,c_tst_test,12.74,3.34
Morocco,MAR,EMR,Tuberculin skin test,c_tst_test,5.23,1.37
Mozambique,MOZ,AFR,Tuberculin skin test,c_tst_test,4.8,1.26
Myanmar,MMR,SEA,Tuberculin skin test,c_tst_test,3.34,0.88
Namibia,NAM,AFR,Tuberculin skin test,c_tst_test,6.28,1.65
Nauru,NRU,WPR,Tuberculin skin test,c_tst_test,9.9,2.6
Nepal,NPL,SEA,Tuberculin skin test,c_tst_test,3.83,1
Netherlands,NLD,EUR,Tuberculin skin test,c_tst_test,11.21,2.94
New Caledonia,NCL,WPR,Tuberculin skin test,c_tst_test,11.21,2.94
New Zealand,NZL,WPR,Tuberculin skin test,c_tst_test,12.09,3.17
Nicaragua,NIC,AMR,Tuberculin skin test,c_tst_test,4.32,1.13
Niger,NER,AFR,Tuberculin skin test,c_tst_test,5.52,1.45
Nigeria,NGA,AFR,Tuberculin skin test,c_tst_test,5.3,1.39
Niue,NIU,WPR,Tuberculin skin test,c_tst_test,12.74,3.34
North Macedonia,MKD,EUR,Tuberculin skin test,c_tst_test,4.36,1.15
Northern Mariana Islands,MNP,WPR,Tuberculin skin test,c_tst_test,4.36,1.15
Norway,NOR,EUR,Tuberculin skin test,c_tst_test,14.14,3.71
Oman,OMN,EMR,Tuberculin skin test,c_tst_test,6.86,1.8
Pakistan,PAK,EMR,Tuberculin skin test,c_tst_test,3.34,0.88
Palau,PLW,WPR,Tuberculin skin test,c_tst_test,10.34,2.71
Panama,PAN,AMR,Tuberculin skin test,c_tst_test,6.1,1.6
Papua New Guinea,PNG,WPR,Tuberculin skin test,c_tst_test,7.93,2.08
Paraguay,PRY,AMR,Tuberculin skin test,c_tst_test,5.21,1.37
Peru,PER,AMR,Tuberculin skin test,c_tst_test,6.63,1.74
Philippines,PHL,WPR,Tuberculin skin test,c_tst_test,4.77,1.25
Poland,POL,EUR,Tuberculin skin test,c_tst_test,5.86,1.54
Portugal,PRT,EUR,Tuberculin skin test,c_tst_test,8.05,2.11
Puerto Rico,PRI,AMR,Tuberculin skin test,c_tst_test,11.62,3.05
Qatar,QAT,EMR,Tuberculin skin test,c_tst_test,8.41,2.21
Republic of Korea,KOR,WPR,Tuberculin skin test,c_tst_test,9.5,2.49
Republic of Moldova,MDA,EUR,Tuberculin skin test,c_tst_test,4.21,1.1
Romania,ROU,EUR,Tuberculin skin test,c_tst_test,5.09,1.33
Russian Federation,RUS,EUR,Tuberculin skin test,c_tst_test,5.02,1.32
Rwanda,RWA,AFR,Tuberculin skin test,c_tst_test,4.49,1.18
Saint Kitts and Nevis,KNA,AMR,Tuberculin skin test,c_tst_test,9.2,2.41
Saint Lucia,LCA,AMR,Tuberculin skin test,c_tst_test,9.17,2.41
Saint Vincent and the Grenadines,VCT,AMR,Tuberculin skin test,c_tst_test,7.29,1.91
Samoa,WSM,WPR,Tuberculin skin test,c_tst_test,8.09,2.12
San Marino,SMR,EUR,Tuberculin skin test,c_tst_test,10.25,2.69
Sao Tome and Principe,STP,AFR,Tuberculin skin test,c_tst_test,5.98,1.57
Saudi Arabia,SAU,EMR,Tuberculin skin test,c_tst_test,6.01,1.58
Senegal,SEN,AFR,Tuberculin skin test,c_tst_test,5.2,1.36
Serbia,SRB,EUR,Tuberculin skin test,c_tst_test,4.99,1.31
Seychelles,SYC,AFR,Tuberculin skin test,c_tst_test,7.29,1.91
Sierra Leone,SLE,AFR,Tuberculin skin test,c_tst_test,3.75,0.98
Singapore,SGP,WPR,Tuberculin skin test,c_tst_test,8.18,2.15
Sint Maarten (Dutch part),SXM,AMR,Tuberculin skin test,c_tst_test,10.26,2.69
Slovakia,SVK,EUR,Tuberculin skin test,c_tst_test,7.54,1.98
Slovenia,SVN,EUR,Tuberculin skin test,c_tst_test,8.02,2.11
Solomon Islands,SLB,WPR,Tuberculin skin test,c_tst_test,10.88,2.85
Somalia,SOM,EMR,Tuberculin skin test,c_tst_test,4.54,1.19
South Africa,ZAF,AFR,Tuberculin skin test,c_tst_test,5.87,1.54
South Sudan,SSD,AFR,Tuberculin skin test,c_tst_test,5.87,1.54
Spain,ESP,EUR,Tuberculin skin test,c_tst_test,8.93,2.34
Sri Lanka,LKA,SEA,Tuberculin skin test,c_tst_test,3.6,0.94
Sudan,SDN,EMR,Tuberculin skin test,c_tst_test,2.21,0.58
Suriname,SUR,AMR,Tuberculin skin test,c_tst_test,4.7,1.23
Sweden,SWE,EUR,Tuberculin skin test,c_tst_test,11.96,3.14
Switzerland,CHE,EUR,Tuberculin skin test,c_tst_test,14.87,3.9
Syrian Arab Republic,SYR,EMR,Tuberculin skin test,c_tst_test,14.87,3.9
Tajikistan,TJK,EUR,Tuberculin skin test,c_tst_test,3.14,0.82
Thailand,THA,SEA,Tuberculin skin test,c_tst_test,5.16,1.35
Timor-Leste,TLS,SEA,Tuberculin skin test,c_tst_test,5.36,1.41
Togo,TGO,AFR,Tuberculin skin test,c_tst_test,5.19,1.36
Tokelau,TKL,WPR,Tuberculin skin test,c_tst_test,12.74,3.34
Tonga,TON,WPR,Tuberculin skin test,c_tst_test,9.37,2.46
Trinidad and Tobago,TTO,AMR,Tuberculin skin test,c_tst_test,8.11,2.13
Tunisia,TUN,EMR,Tuberculin skin test,c_tst_test,3.76,0.99
Turkey,TUR,EUR,Tuberculin skin test,c_tst_test,4.26,1.12
Turkmenistan,TKM,EUR,Tuberculin skin test,c_tst_test,5.84,1.53
Turks and Caicos Islands,TCA,AMR,Tuberculin skin test,c_tst_test,13.08,3.43
Tuvalu,TUV,WPR,Tuberculin skin test,c_tst_test,11.57,3.04
Uganda,UGA,AFR,Tuberculin skin test,c_tst_test,4.43,1.16
Ukraine,UKR,EUR,Tuberculin skin test,c_tst_test,3.49,0.91
United Arab Emirates,ARE,EMR,Tuberculin skin test,c_tst_test,7.84,2.06
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Tuberculin skin test,c_tst_test,11.12,2.92
United Republic of Tanzania,TZA,AFR,Tuberculin skin test,c_tst_test,5.15,1.35
United States of America,USA,AMR,Tuberculin skin test,c_tst_test,12.74,3.34
Uruguay,URY,AMR,Tuberculin skin test,c_tst_test,9.16,2.4
Uzbekistan,UZB,EUR,Tuberculin skin test,c_tst_test,3.01,0.79
Vanuatu,VUT,WPR,Tuberculin skin test,c_tst_test,12.06,3.16
Venezuela (Bolivarian Republic of),VEN,AMR,Tuberculin skin test,c_tst_test,12.06,3.16
Viet Nam,VNM,WPR,Tuberculin skin test,c_tst_test,4.12,1.08
Wallis and Futuna Islands,WLF,WPR,Tuberculin skin test,c_tst_test,12.74,3.34
Yemen,YEM,EMR,Tuberculin skin test,c_tst_test,7.01,1.84
Zambia,ZMB,AFR,Tuberculin skin test,c_tst_test,4.59,1.2
Zimbabwe,ZWE,AFR,Tuberculin skin test,c_tst_test,6.3,1.65
Afghanistan,AFG,EMR,Outpatient visit,c_opd_visit,1.38,0.55
Albania,ALB,EUR,Outpatient visit,c_opd_visit,10.29,4.75
Algeria,DZA,AFR,Outpatient visit,c_opd_visit,6.95,3.12
American Samoa,ASM,WPR,Outpatient visit,c_opd_visit,20.45,9.89
Andorra,AND,EUR,Outpatient visit,c_opd_visit,61.13,31.74
Angola,AGO,AFR,Outpatient visit,c_opd_visit,4.29,1.86
Anguilla,AIA,AMR,Outpatient visit,c_opd_visit,40.66,20.56
Antigua and Barbuda,ATG,AMR,Outpatient visit,c_opd_visit,24.86,12.17
Argentina,ARG,AMR,Outpatient visit,c_opd_visit,15.61,7.41
Armenia,ARM,EUR,Outpatient visit,c_opd_visit,8.65,3.95
Aruba,ABW,AMR,Outpatient visit,c_opd_visit,47.1,24.04
Australia,AUS,WPR,Outpatient visit,c_opd_visit,75.01,39.46
Austria,AUT,EUR,Outpatient visit,c_opd_visit,70.35,36.85
Azerbaijan,AZE,EUR,Outpatient visit,c_opd_visit,8.56,3.9
Bahamas,BHS,AMR,Outpatient visit,c_opd_visit,44.87,22.84
Bahrain,BHR,EMR,Outpatient visit,c_opd_visit,37.78,19.01
Bangladesh,BGD,SEA,Outpatient visit,c_opd_visit,4.43,1.93
Barbados,BRB,AMR,Outpatient visit,c_opd_visit,25.95,12.74
Belarus,BLR,EUR,Outpatient visit,c_opd_visit,12.31,5.75
Belgium,BEL,EUR,Outpatient visit,c_opd_visit,65.88,34.37
Belize,BLZ,AMR,Outpatient visit,c_opd_visit,8.95,4.09
Benin,BEN,AFR,Outpatient visit,c_opd_visit,3.08,1.31
Bermuda,BMU,AMR,Outpatient visit,c_opd_visit,151.86,83.51
Bhutan,BTN,SEA,Outpatient visit,c_opd_visit,6.6,2.96
Bolivia (Plurinational State of),BOL,AMR,Outpatient visit,c_opd_visit,6.64,2.98
Bosnia and Herzegovina,BIH,EUR,Outpatient visit,c_opd_visit,11.67,5.43
Botswana,BWA,AFR,Outpatient visit,c_opd_visit,12.8,6
Brazil,BRA,AMR,Outpatient visit,c_opd_visit,12.94,6.07
British Virgin Islands,VGB,AMR,Outpatient visit,c_opd_visit,12.94,6.07
Brunei Darussalam,BRN,WPR,Outpatient visit,c_opd_visit,43.32,22
Bulgaria,BGR,EUR,Outpatient visit,c_opd_visit,18.04,8.65
Burkina Faso,BFA,AFR,Outpatient visit,c_opd_visit,2.1,0.87
Burundi,BDI,AFR,Outpatient visit,c_opd_visit,0.81,0.31
Cabo Verde,CPV,AFR,Outpatient visit,c_opd_visit,6.5,2.91
Cambodia,KHM,WPR,Outpatient visit,c_opd_visit,3.53,1.51
Cameroon,CMR,AFR,Outpatient visit,c_opd_visit,3.5,1.5
Canada,CAN,AMR,Outpatient visit,c_opd_visit,64.15,33.41
Cayman Islands,CYM,AMR,Outpatient visit,c_opd_visit,122.55,66.5
Central African Republic,CAF,AFR,Outpatient visit,c_opd_visit,1.3,0.52
Chad,TCD,AFR,Outpatient visit,c_opd_visit,1.62,0.66
Chile,CHL,AMR,Outpatient visit,c_opd_visit,23.03,11.22
China,CHN,WPR,Outpatient visit,c_opd_visit,18.86,9.07
"China, Hong Kong SAR",HKG,WPR,Outpatient visit,c_opd_visit,68.09,35.59
"China, Macao SAR",MAC,WPR,Outpatient visit,c_opd_visit,116.41,62.96
Colombia,COL,AMR,Outpatient visit,c_opd_visit,10.49,4.85
Comoros,COM,AFR,Outpatient visit,c_opd_visit,3.31,1.41
Congo,COG,AFR,Outpatient visit,c_opd_visit,4.44,1.93
Cook Islands,COK,WPR,Outpatient visit,c_opd_visit,23.42,11.42
Costa Rica,CRI,AMR,Outpatient visit,c_opd_visit,21.28,10.31
Côte d'Ivoire,CIV,AFR,Outpatient visit,c_opd_visit,5.12,2.25
Croatia,HRV,EUR,Outpatient visit,c_opd_visit,23.93,11.69
Cuba,CUB,AMR,Outpatient visit,c_opd_visit,16.66,7.94
Curaçao,CUW,AMR,Outpatient visit,c_opd_visit,32.5,16.2
Cyprus,CYP,EUR,Outpatient visit,c_opd_visit,42.17,21.37
Czechia,CZE,EUR,Outpatient visit,c_opd_visit,36.82,18.5
Democratic People's Republic of Korea,PRK,SEA,Outpatient visit,c_opd_visit,3.85,1.66
Democratic Republic of the Congo,COD,AFR,Outpatient visit,c_opd_visit,1.49,0.6
Denmark,DNK,EUR,Outpatient visit,c_opd_visit,86.28,45.79
Djibouti,DJI,EMR,Outpatient visit,c_opd_visit,7.16,3.22
Dominica,DMA,AMR,Outpatient visit,c_opd_visit,12.5,5.84
Dominican Republic,DOM,AMR,Outpatient visit,c_opd_visit,13.72,6.46
Ecuador,ECU,AMR,Outpatient visit,c_opd_visit,10.95,5.07
Egypt,EGY,EMR,Outpatient visit,c_opd_visit,7.38,3.33
El Salvador,SLV,AMR,Outpatient visit,c_opd_visit,7.83,3.54
Equatorial Guinea,GNQ,AFR,Outpatient visit,c_opd_visit,13.51,6.35
Eritrea,ERI,AFR,Outpatient visit,c_opd_visit,13.51,6.35
Estonia,EST,EUR,Outpatient visit,c_opd_visit,37.59,18.91
Eswatini,SWZ,AFR,Outpatient visit,c_opd_visit,7.14,3.21
Ethiopia,ETH,AFR,Outpatient visit,c_opd_visit,2.33,0.97
Fiji,FJI,WPR,Outpatient visit,c_opd_visit,9.72,4.47
Finland,FIN,EUR,Outpatient visit,c_opd_visit,71.53,37.51
France,FRA,EUR,Outpatient visit,c_opd_visit,58.18,30.11
French Polynesia,PYF,WPR,Outpatient visit,c_opd_visit,58.18,30.11
Gabon,GAB,AFR,Outpatient visit,c_opd_visit,13.29,6.24
Gambia,GMB,AFR,Outpatient visit,c_opd_visit,2.01,0.82
Georgia,GEO,EUR,Outpatient visit,c_opd_visit,8.67,3.96
Germany,DEU,EUR,Outpatient visit,c_opd_visit,67.32,35.17
Ghana,GHA,AFR,Outpatient visit,c_opd_visit,5.12,2.25
Greece,GRC,EUR,Outpatient visit,c_opd_visit,29.59,14.65
Greenland,GRL,EUR,Outpatient visit,c_opd_visit,78.33,41.31
Grenada,GRD,AMR,Outpatient visit,c_opd_visit,17.58,8.41
Guam,GUM,WPR,Outpatient visit,c_opd_visit,57,29.46
Guatemala,GTM,AMR,Outpatient visit,c_opd_visit,9.24,4.23
Guinea,GIN,AFR,Outpatient visit,c_opd_visit,2.88,1.21
Guinea-Bissau,GNB,AFR,Outpatient visit,c_opd_visit,1.87,0.77
Guyana,GUY,AMR,Outpatient visit,c_opd_visit,13.21,6.2
Haiti,HTI,AMR,Outpatient visit,c_opd_visit,2.84,1.2
Honduras,HND,AMR,Outpatient visit,c_opd_visit,5.27,2.32
Hungary,HUN,EUR,Outpatient visit,c_opd_visit,27,13.29
Iceland,ISL,EUR,Outpatient visit,c_opd_visit,84.25,44.65
India,IND,SEA,Outpatient visit,c_opd_visit,4.3,1.87
Indonesia,IDN,SEA,Outpatient visit,c_opd_visit,7.95,3.61
Iran (Islamic Republic of),IRN,EMR,Outpatient visit,c_opd_visit,5.04,2.21
Iraq,IRQ,EMR,Outpatient visit,c_opd_visit,8.46,3.85
Ireland,IRL,EUR,Outpatient visit,c_opd_visit,113.71,61.41
Israel,ISR,EUR,Outpatient visit,c_opd_visit,64.62,33.67
Italy,ITA,EUR,Outpatient visit,c_opd_visit,49.01,25.08
Jamaica,JAM,AMR,Outpatient visit,c_opd_visit,9.35,4.29
Japan,JPN,WPR,Outpatient visit,c_opd_visit,60.11,31.18
Jordan,JOR,EMR,Outpatient visit,c_opd_visit,8.68,3.96
Kazakhstan,KAZ,EUR,Outpatient visit,c_opd_visit,16.59,7.91
Kenya,KEN,AFR,Outpatient visit,c_opd_visit,4.18,1.81
Kiribati,KIR,WPR,Outpatient visit,c_opd_visit,3.85,1.66
Kuwait,KWT,EMR,Outpatient visit,c_opd_visit,49.94,25.59
Kyrgyzstan,KGZ,EUR,Outpatient visit,c_opd_visit,2.83,1.2
Lao People's Democratic Republic,LAO,WPR,Outpatient visit,c_opd_visit,5.69,2.52
Latvia,LVA,EUR,Outpatient visit,c_opd_visit,29.51,14.61
Lebanon,LBN,EMR,Outpatient visit,c_opd_visit,9.74,4.48
Lesotho,LSO,AFR,Outpatient visit,c_opd_visit,2.17,0.9
Liberia,LBR,AFR,Outpatient visit,c_opd_visit,1.55,0.62
Libya,LBY,EMR,Outpatient visit,c_opd_visit,7.65,3.46
Lithuania,LTU,EUR,Outpatient visit,c_opd_visit,32.92,16.42
Luxembourg,LUX,EUR,Outpatient visit,c_opd_visit,150.48,82.71
Madagascar,MDG,AFR,Outpatient visit,c_opd_visit,1.34,0.54
